iso3,countryname,genero,age,Fruits (g/day),Non-starchy vegetables (g/day),Beans and legumes (g/day),Unprocessed red meats (g/day),Sugar-sweetened beverages (g/day),Total Protein (g/day)
ALB,Albania,MALE,52,134.2167375,169.30566833333333,39.88895516666666,61.19497108333332,45.81335175,88.06169933333332
ALB,Albania,MALE,57,11363.616230833335,169.79490333333334,41.11783475000001,59.24940216666667,40.0852845,86.96186
ALB,Albania,MALE,62,131.61366416666667,167.1689958333333,42.43581266666667,57.00017325000001,35.564207666666675,85.75915208333333
ALB,Albania,MALE,67,128.385345,161.99385583333333,43.834200583333335,54.52698166666667,32.2842985,83.94611675
ALB,Albania,MALE,72,124.20048250000002,154.98431333333335,45.31993483333334,51.91270741666667,29.631650833333335,7163.411039333333
ALB,Albania,MALE,77,119.29955916666665,146.69183333333334,46.81342741666666,49.227995916666664,28.034334166666667,80.95649266666668
ALB,Albania,MALE,82,113.93071666666664,137.72045833333337,48.33347541666666,46.51516183333333,26.321099083333337,79.39335558333335
ALB,Albania,MALE,87,108.26913,128.38616249999998,49.834481916666654,43.831750916666664,25.950751916666665,77.50988383333333
ALB,Albania,MALE,92,102.379505,119.07601333333332,51.27183708333333,41.25166,25.525029666666665,76.14677308333333
ARE,United Arab Emirates,MALE,22,2.6494095921375918,4.298942358722358,0.1090124950859951,0.2750750277641278,10.96544144963145,2.268250054054054
ARE,United Arab Emirates,MALE,27,8557.441131500002,152.52294166666667,3.7970209666666666,9.325415516666666,300.6829433333333,77.37751191666668
ARE,United Arab Emirates,MALE,32,94.42867908333335,157.3025025,4.032859416666667,9.432601433333334,245.9204983333333,77.80951683333333
ARE,United Arab Emirates,MALE,37,96.28921858333335,160.4183075,3.958372358333333,9.38386695,205.74183833333336,78.23010275
ARE,United Arab Emirates,MALE,42,97.53941950000001,162.26875083333334,4.1781234,9.375254583333334,176.2359,78.63183075
ARE,United Arab Emirates,MALE,47,98.19169541666666,163.08314083333332,4.234198725,9.367467058333332,154.39549666666667,79.00840575000001
ARE,United Arab Emirates,MALE,52,98.28417641666668,163.05358249999998,4.206856341666667,9.098611741666666,138.13113916666666,79.35779875
ARE,United Arab Emirates,MALE,57,97.85448566666666,162.40063166666667,4.2944351,9.047584616666667,125.87117249999999,79.70298
ARE,United Arab Emirates,MALE,62,96.92542800000001,161.22711500000003,4.360995008333334,8.837038541666667,116.62876250000001,80.03100841666665
ARE,United Arab Emirates,MALE,67,95.69862383333333,159.50446916666667,4.492877924999999,8.556256291666669,109.86728783333335,80.34541708333332
ARE,United Arab Emirates,MALE,72,94.12107200000003,157.63413333333332,4.531064850000001,8.366070575,104.91868983333332,80.63694441666667
ARE,United Arab Emirates,MALE,77,92.31936308333333,155.63307083333333,4.663352091666667,8.164615616666667,101.71550016666664,80.94783149999999
ARE,United Arab Emirates,MALE,82,90.30245983333333,153.68235083333332,4.652021441666666,7.988054041666665,100.35261233333331,81.27064266666667
ARE,United Arab Emirates,MALE,87,88.13790174999998,12082.383216666667,4.811405549999999,7.669191433333334,100.70218783333333,81.61387316666666
ARE,United Arab Emirates,MALE,92,85.94224258333333,150.001695,4.866811116666667,7.5623381499999995,102.40283866666668,82.00463358333333
ARG,Argentina,MALE,22,2.5536894914004913,3.5037179361179356,0.10806464594594595,1.9899294447174452,7.8079029484029485,2.22924442997543
ARG,Argentina,MALE,27,89.34329516666666,121.743855,3.6381937250000007,67.36955391666667,246.4537316666667,77.02086200000001
ARG,Argentina,MALE,32,92.49009991666668,124.33609166666668,3.6205292416666666,67.11400691666667,17490.43955,77.99005183333334
ARG,Argentina,MALE,37,95.31067116666668,126.57462249999998,3.6183830083333337,66.85526341666666,208.5026866666667,78.601548
ARG,Argentina,MALE,42,97.57121766666667,128.43876500000002,3.6273111666666664,66.59754716666667,191.545765,78.88355191666666
ARG,Argentina,MALE,47,99.15258575,129.93536749999998,3.6502995749999996,66.41769975000001,176.34454416666668,78.90766591666667
ARG,Argentina,MALE,52,100.03249391666667,131.12964166666663,3.6803828000000003,66.31016008333334,28525.285532500002,78.70875291666665
ARG,Argentina,MALE,57,100.28572383333335,132.0169675,3.7228764416666658,66.21487583333332,150.8046975,78.33737683333334
ARG,Argentina,MALE,62,99.99772566666665,132.61262666666667,3.7739732333333342,66.16805225,140.07058333333333,77.81703066666667
ARG,Argentina,MALE,67,99.14129583333334,132.96375166666667,3.834523316666667,66.16700841666666,130.54134583333334,77.15969075
ARG,Argentina,MALE,72,97.85510825000001,133.21105166666666,3.8948186833333334,66.21731825,10224.028355,76.43750066666666
ARG,Argentina,MALE,77,96.19861033333332,133.45343499999998,3.9583095416666665,66.39559425,115.23741333333334,75.64408733333333
ARG,Argentina,MALE,82,94.25703158333334,133.692305,4.020121608333333,66.63206441666667,109.38885083333332,74.78616841666667
ARG,Argentina,MALE,87,92.12740641666666,133.97898416666666,4.082164325,66.95358933333334,104.83870591666668,73.93022416666666
ARG,Argentina,MALE,92,89.82949900000001,11253.363178333333,4.147375916666667,67.41123975000001,101.4287855,73.05637416666666
